status,reason,symbol,optionTicker,side,fillPrice,occurredAt,provenanceSource,providerResultCount,recordedTradeAt,recordedTradePrice,recordedMarkPrice,firstProviderTradeAt,firstProviderTradePrice,recordedPriceExistsInTradeWindow,recordedTimestampWithin1ms,exactAggregateAt,exactAggregateClose,nearbyAggregateAt,nearbyAggregateClose,fillId,orderId,error
matched,exact 1-minute aggregate close matches fill price,GOOGL,O:GOOGL260410C00315000,buy,4.35,2026-04-08T15:31:00.000Z,polygon-option-aggregates,4,,,4.35,,,,,2026-04-08T15:31:00.000Z,4.35,2026-04-08T15:29:00.000Z,4.35,4decdca8-ff8e-4ee5-b36f-39c37295bd59,dd5a6e00-90f8-44ee-ad5a-06e7a4144854,
matched,"first provider trade, recorded price, and recorded timestamp match",APLD,O:APLD260410C00026000,buy,2.92,2026-04-08T15:50:00.000Z,polygon-option-trade,2,2026-04-08T15:50:03.081Z,2.92,3,2026-04-08T15:50:03.081Z,2.92,true,true,,,,,34d152c5-603f-44a5-b044-813498e99f07,271622ac-e73f-4d94-ac5b-008339c0309e,
matched,"first provider trade, recorded price, and recorded timestamp match",USO,O:USO260410C00119000,sell,4.75,2026-04-08T15:51:00.000Z,polygon-option-trade,8,2026-04-08T15:51:03.563Z,4.75,4.75,2026-04-08T15:51:03.563Z,4.75,true,true,,,,,506194aa-d0e3-4511-aea8-382cdafcd0d5,1e8b3b7f-5772-41dd-9d4d-e01f0ea0b51d,
matched,"first provider trade, recorded price, and recorded timestamp match",META,O:META260410C00590000,buy,13.9,2026-04-08T16:05:00.000Z,polygon-option-trade,3,2026-04-08T16:05:33.709Z,13.9,13.77,2026-04-08T16:05:33.709Z,13.9,true,true,,,,,39aded3f-67ae-466f-b6d2-da0fd32d5c64,39fd8192-13e0-46ab-8c11-ec4e8f20c5c8,
matched,"first provider trade, recorded price, and recorded timestamp match",GOOGL,O:GOOGL260410C00315000,sell,4.87,2026-04-08T16:17:00.000Z,polygon-option-trade,1,2026-04-08T16:17:26.388Z,4.87,4.87,2026-04-08T16:17:26.388Z,4.87,true,true,,,,,2ec8c903-07bf-4fe9-bc40-97e03c097643,720126e0-d548-437d-aa36-f0bc9387557d,
matched,"first provider trade, recorded price, and recorded timestamp match",MRVL,O:MRVL260410C00115000,buy,2.15,2026-04-08T16:25:00.000Z,polygon-option-trade,1,2026-04-08T16:25:06.269Z,2.15,2.15,2026-04-08T16:25:06.269Z,2.15,true,true,,,,,722d76be-b4f6-4104-a2a1-75364cdebf35,a3fa44ae-b9d9-48a6-a0f5-1326f790f0a1,
matched,exact 1-minute aggregate close matches fill price,VRT,O:VRT260410C00270000,buy,11.12,2026-04-08T16:31:00.000Z,polygon-option-aggregates,1,,,11.12,,,,,2026-04-08T16:31:00.000Z,11.12,2026-04-08T16:31:00.000Z,11.12,83a8b29a-f81a-47cb-8fa0-6e3be8c834ca,3b04c0c9-54fa-42a3-9111-bb36c27c600a,
matched,"first provider trade, recorded price, and recorded timestamp match",TSM,O:TSM260410C00365000,buy,5.85,2026-04-08T16:40:00.000Z,polygon-option-trade,1,2026-04-08T16:40:47.956Z,5.85,5.85,2026-04-08T16:40:47.956Z,5.85,true,true,,,,,e77276a9-6877-4c97-be5f-ee1cb562bf59,91e04583-d4aa-4d70-9e3d-664dcfa9ac6e,
matched,exact 1-minute aggregate close matches fill price,AMD,O:AMD260410C00230000,buy,5.45,2026-04-08T16:41:00.000Z,polygon-option-aggregates,4,,,5.45,,,,,2026-04-08T16:41:00.000Z,5.45,2026-04-08T16:41:00.000Z,5.45,b10f63db-d093-417e-b0db-17c77c8ffd8a,0d3bb33a-b3dd-4b66-a00d-31efccf9d97b,
matched,exact 1-minute aggregate close matches fill price,CLSK,O:CLSK260410C00008000,buy,1.78,2026-04-08T16:46:00.000Z,polygon-option-aggregates,2,,,1.78,,,,,2026-04-08T16:46:00.000Z,1.78,2026-04-08T16:46:00.000Z,1.78,b7b60f2e-a439-4b85-87b9-08c82ec9ff1f,ec96952e-ed12-4852-bc07-2e800a453e4e,
matched,exact 1-minute aggregate close matches fill price,CRWV,O:CRWV260410C00088000,buy,3.5,2026-04-08T16:46:00.000Z,polygon-option-aggregates,1,,,3.5,,,,,2026-04-08T16:46:00.000Z,3.5,2026-04-08T16:46:00.000Z,3.5,3e20bf7c-c23c-49da-9a2c-20c92fed2afd,2ef93781-6c7c-4bee-9927-2a82bf69dbae,
matched,"first provider trade, recorded price, and recorded timestamp match",META,O:META260410C00590000,sell,33.66,2026-04-08T17:19:00.000Z,polygon-option-trade,1,2026-04-08T17:19:09.476Z,33.66,33.66,2026-04-08T17:19:09.476Z,33.66,true,true,,,,,8d23c84f-38d1-4bd8-8587-6fd56f9991fe,d2421e67-24c3-4643-9c4d-88805a8a4e4c,
matched,"first provider trade, recorded price, and recorded timestamp match",IONQ,O:IONQ260410C00029000,buy,0.98,2026-04-08T17:35:00.000Z,polygon-option-trade,1,2026-04-08T17:35:32.828Z,0.98,0.98,2026-04-08T17:35:32.828Z,0.98,true,true,,,,,a5621fd4-38b9-4694-8f87-7ee92783f238,1ae1d719-fa3d-461a-ae79-78bc7889aca5,
no_provider_bars_near_fill,provider returned no 1-minute aggregate bars within +/-2 minutes,CRWV,O:CRWV260410C00088000,sell,3.67,2026-04-08T18:10:00.000Z,polygon-option-aggregates,0,,,3.67,,,,,,,,,2cb007bf-9401-4cb4-bdb7-a00be2204997,4e4635e9-d78c-40ff-ae96-e0bb24a1a897,
no_provider_bars_near_fill,provider returned no 1-minute aggregate bars within +/-2 minutes,IONQ,O:IONQ260410C00029000,sell,1.16,2026-04-08T18:15:00.000Z,polygon-option-aggregates,0,,,1.16,,,,,,,,,f5c32e23-521b-427f-b63d-5b2fc3046ce5,7103a784-df97-406a-ad30-d341a9e70554,
nearby_close_only,"no exact-minute bar, but a nearby 1-minute close matches fill price",TSM,O:TSM260410C00365000,sell,6.7,2026-04-08T18:15:00.000Z,polygon-option-aggregates,1,,,6.7,,,,,,,2026-04-08T18:14:00.000Z,6.7,de3e5c49-890f-4a1d-9e0b-6bc9bf83c4c5,72543e81-7805-4519-9024-1f7f671cab62,
no_provider_bars_near_fill,provider returned no 1-minute aggregate bars within +/-2 minutes,APLD,O:APLD260410C00026000,sell,2.99,2026-04-08T18:35:00.000Z,polygon-option-aggregates,0,,,2.99,,,,,,,,,d54d59d9-53d9-40f5-9763-9497a15b8293,84e5bcf9-a2d3-46bd-8c2c-8f1028d04fe2,
matched,"first provider trade, recorded price, and recorded timestamp match",AMD,O:AMD260410C00230000,sell,5.33,2026-04-08T18:45:00.000Z,polygon-option-trade,3,2026-04-08T18:45:13.620Z,5.33,5.31,2026-04-08T18:45:13.620Z,5.33,true,true,,,,,57bd173a-aa12-44b1-a728-7682f16f3579,4e45cd2d-4dea-480b-9438-3cf19a420a8d,
matched,"first provider trade, recorded price, and recorded timestamp match",MRVL,O:MRVL260410C00115000,sell,2.14,2026-04-08T18:50:00.000Z,polygon-option-trade,1,2026-04-08T18:50:18.703Z,2.14,2.14,2026-04-08T18:50:18.703Z,2.14,true,true,,,,,70d08325-6c5b-4d13-8c18-b1cd9479bbe9,f524773f-bfa7-40ee-9dcd-cebde052626c,
no_provider_bars_near_fill,provider returned no 1-minute aggregate bars within +/-2 minutes,VRT,O:VRT260410C00270000,sell,12.4,2026-04-08T18:50:00.000Z,polygon-option-aggregates,0,,,12.4,,,,,,,,,f6a1af07-da11-4e94-a2cd-08c290f451e0,f1f60d3f-9d66-492e-bc1d-8321e146b399,
matched,"first provider trade, recorded price, and recorded timestamp match",AAOI,O:AAOI260410C00120000,sell,12.5,2026-04-08T18:56:00.000Z,polygon-option-trade,1,2026-04-08T18:56:22.577Z,12.5,12.5,2026-04-08T18:56:22.577Z,12.5,true,true,,,,,6d5ae5b2-e1c8-4422-bd8a-d629b902d921,f823d98e-648b-469f-8b44-f9f01cd70599,
matched,"first provider trade, recorded price, and recorded timestamp match",CEG,O:CEG260410C00285000,buy,4.4,2026-04-08T19:40:00.000Z,polygon-option-trade,3,2026-04-08T19:40:49.025Z,4.4,4.4,2026-04-08T19:40:49.025Z,4.4,true,true,,,,,fbf05ada-8dc4-4e1d-81b4-78e239138629,4d3aade7-bf4c-44c0-8fe9-80aa081192ca,
matched,"first provider trade, recorded price, and recorded timestamp match",KTOS,O:KTOS260410C00069000,buy,4.82,2026-04-08T19:45:00.000Z,polygon-option-trade,5,2026-04-08T19:45:05.823Z,4.82,4.85,2026-04-08T19:45:05.823Z,4.82,true,true,,,,,d7c4979c-f645-4dc4-a19f-55672b2f0e1a,885ae8e8-ae0a-446b-aeb4-34f4e023fcda,
matched,"first provider trade, recorded price, and recorded timestamp match",NVDA,O:NVDA260413C00180000,buy,3.65,2026-04-08T19:45:00.000Z,polygon-option-trade,2,2026-04-08T19:45:04.715Z,3.65,3.75,2026-04-08T19:45:04.715Z,3.65,true,true,,,,,ab972216-87f6-4e5b-b11a-d66e9dfb3771,187067f7-72c1-4919-825c-f2603fa71310,
matched,"first provider trade, recorded price, and recorded timestamp match",QBTS,O:QBTS260410C00016000,buy,0.06,2026-04-08T19:50:00.000Z,polygon-option-trade,1,2026-04-08T19:50:52.533Z,0.06,0.06,2026-04-08T19:50:52.533Z,0.06,true,true,,,,,dea0354c-0d2b-4f82-8a2b-622c3527e631,208e7a00-8438-459c-9357-ae6dbf9bd3a0,
matched,"first provider trade, recorded price, and recorded timestamp match",AAPL,O:AAPL260413C00255000,buy,5,2026-04-08T19:55:00.000Z,polygon-option-trade,1,2026-04-08T19:55:29.951Z,5,5,2026-04-08T19:55:29.951Z,5,true,true,,,,,e5b4aaff-dbe7-4dcb-88e1-be4465f4d004,fb139670-64d1-4194-b0b2-92b987ac336e,
matched,"first provider trade, recorded price, and recorded timestamp match",DIA,O:DIA260410C00477000,buy,4,2026-04-08T19:55:00.000Z,polygon-option-trade,1,2026-04-08T19:55:18.001Z,4,4,2026-04-08T19:55:18.001Z,4,true,true,,,,,301fac05-3d24-45a9-95d1-811b27974077,76a6d8a0-8b0f-4910-8846-dfa8228f3bff,
matched,exact 1-minute aggregate close matches fill price,UUUU,O:UUUU260410C00019000,buy,0.26,2026-04-08T19:56:00.000Z,polygon-option-aggregates,2,,,0.26,,,,,2026-04-08T19:56:00.000Z,0.26,2026-04-08T19:56:00.000Z,0.26,4ef677d3-ecf2-4bf8-9671-6e1215654186,c2330066-ba2e-42a7-87fd-cdff1e0c5bec,
matched,"first provider trade, recorded price, and recorded timestamp match",NVDA,O:NVDA260413C00180000,sell,3.63,2026-04-08T19:59:00.000Z,polygon-option-trade,2,2026-04-08T19:59:16.940Z,3.63,3.75,2026-04-08T19:59:16.940Z,3.63,true,true,,,,,6726a5ae-8c7e-4132-8bf8-7add812b4d39,8aca6c04-9656-4710-b797-8be1e355c7e0,
matched,"first provider trade, recorded price, and recorded timestamp match",AAPL,O:AAPL260413C00255000,sell,5.4,2026-04-08T19:59:00.000Z,polygon-option-trade,1,2026-04-08T19:59:22.019Z,5.4,5.4,2026-04-08T19:59:22.019Z,5.4,true,true,,,,,55c0e935-780b-4d53-bdc8-71774d71864d,a8dbdb34-2e13-49ff-9772-be2d8250b38b,
matched,"first provider trade, recorded price, and recorded timestamp match",DIA,O:DIA260410C00477000,sell,2.96,2026-04-09T13:30:00.000Z,polygon-option-trade,5,2026-04-09T13:30:03.009Z,2.96,2.38,2026-04-09T13:30:03.009Z,2.96,true,true,,,,,66b9a8b2-5543-4f08-b6a4-d999f2910590,d87f8d6e-392f-4cc0-b9d6-278391fc8728,
matched,"first provider trade, recorded price, and recorded timestamp match",RGTI,O:RGTI260410C00015000,buy,0.11,2026-04-09T13:40:00.000Z,polygon-option-trade,2,2026-04-09T13:40:50.088Z,0.11,0.13,2026-04-09T13:40:50.088Z,0.11,true,true,,,,,61fc2016-141c-4fea-a51b-fcde0cb929a8,864b0f0d-3bff-4227-925e-63d76d7895ec,
matched,"first provider trade, recorded price, and recorded timestamp match",SQQQ,O:SQQQ260410C00069000,buy,1.09,2026-04-09T13:45:00.000Z,polygon-option-trade,7,2026-04-09T13:45:03.641Z,1.09,1.15,2026-04-09T13:45:03.641Z,1.09,true,true,,,,,3babdd35-c3ae-48d9-8675-8b03f464ebf6,7d703698-8066-4a4e-9c44-6dd780228993,
matched,"first provider trade, recorded price, and recorded timestamp match",QBTS,O:QBTS260410C00016000,sell,0.04,2026-04-09T13:46:00.000Z,polygon-option-trade,1,2026-04-09T13:46:26.777Z,0.04,0.04,2026-04-09T13:46:26.777Z,0.04,true,true,,,,,a898bf37-bbbe-48ac-be8e-e76c68b4b1a9,df197b39-e8de-4345-b9d3-b32fba17caaa,
matched,"first provider trade, recorded price, and recorded timestamp match",RGTI,O:RGTI260410C00015000,sell,0.12,2026-04-09T13:51:00.000Z,polygon-option-trade,1,2026-04-09T13:51:06.303Z,0.12,0.12,2026-04-09T13:51:06.303Z,0.12,true,true,,,,,fa982579-fd7c-45d1-b11e-b48f188af5b3,7d25d55b-3c72-45c4-b814-075c61ed583f,
matched,"first provider trade, recorded price, and recorded timestamp match",UUUU,O:UUUU260410C00019000,sell,0.19,2026-04-09T14:00:00.000Z,polygon-option-trade,1,2026-04-09T14:00:42.203Z,0.19,0.19,2026-04-09T14:00:42.203Z,0.19,true,true,,,,,15223913-6ed4-478f-a5c9-1e3203696b48,42301eec-375a-4ad5-b7a1-2ddcfe421004,
matched,"first provider trade, recorded price, and recorded timestamp match",ARM,O:ARM260410C00148000,buy,2.87,2026-04-09T14:00:00.000Z,polygon-option-trade,1,2026-04-09T14:00:23.795Z,2.87,2.87,2026-04-09T14:00:23.795Z,2.87,true,true,,,,,d0e5e139-d0b4-4166-90b8-5a5395ff64fe,bb89ce6c-a7d8-4e92-bc63-7b5326067bd9,
matched,"first provider trade, recorded price, and recorded timestamp match",CEG,O:CEG260410C00285000,sell,5.25,2026-04-09T14:17:00.000Z,polygon-option-trade,1,2026-04-09T14:17:33.376Z,5.25,5.25,2026-04-09T14:17:33.376Z,5.25,true,true,,,,,bd2e25e6-334e-4a4f-95fa-d3734bfa19b6,8f3a51a0-a3fd-44d1-bd9a-6fbf354a42af,
no_provider_bars_near_fill,provider returned no 1-minute aggregate bars within +/-2 minutes,ARM,O:ARM260410C00148000,sell,2.08,2026-04-09T14:20:00.000Z,polygon-option-aggregates,0,,,2.08,,,,,,,,,b5eee208-4620-4a61-b284-ae08656d8b7c,cf37ba48-5935-42cd-b90a-bb464a4c4100,
matched,"first provider trade, recorded price, and recorded timestamp match",MRVL,O:MRVL260410C00118000,buy,2.91,2026-04-09T14:30:00.000Z,polygon-option-trade,1,2026-04-09T14:30:10.733Z,2.91,2.91,2026-04-09T14:30:10.733Z,2.91,true,true,,,,,92c4b57e-8ee6-43f8-9351-fe0adc8b4075,5a28a0f9-2dc5-4ada-8ddf-a611890a4b55,
matched,"first provider trade, recorded price, and recorded timestamp match",SQQQ,O:SQQQ260410C00069000,sell,1.39,2026-04-09T14:51:00.000Z,polygon-option-trade,1,2026-04-09T14:51:29.558Z,1.39,1.39,2026-04-09T14:51:29.558Z,1.39,true,true,,,,,350aa053-1e1b-4859-a48b-bec3934f0540,ea7f36c7-cb26-44bc-8c5c-7e528987d5a4,
matched,"first provider trade, recorded price, and recorded timestamp match",AAPL,O:AAPL260410C00255000,buy,3.5,2026-04-09T15:25:00.000Z,polygon-option-trade,1,2026-04-09T15:25:19.345Z,3.5,3.5,2026-04-09T15:25:19.345Z,3.5,true,true,,,,,5fc98afc-4c26-4875-a28b-96294803cf9e,703666c6-246b-43d6-ba7a-13cbf92ac5a7,
matched,"first provider trade, recorded price, and recorded timestamp match",TQQQ,O:TQQQ260410C00047000,buy,1.35,2026-04-09T15:25:00.000Z,polygon-option-trade,1,2026-04-09T15:25:56.695Z,1.35,1.35,2026-04-09T15:25:56.695Z,1.35,true,true,,,,,a1216b29-1d56-4e56-ae64-3f5fc7bbdd3c,4a8b41f1-ab9b-41df-92a1-c901bcb904ea,
matched,exact 1-minute aggregate close matches fill price,RGTI,O:RGTI260410C00015000,buy,0.11,2026-04-09T15:26:00.000Z,polygon-option-aggregates,1,,,0.11,,,,,2026-04-09T15:26:00.000Z,0.11,2026-04-09T15:26:00.000Z,0.11,cb7bdfd2-b3bb-4b55-8832-27a15f3820e4,32a666b9-1d40-480a-b8e4-77335cf5a1e8,
matched,"first provider trade, recorded price, and recorded timestamp match",TLT,O:TLT260413C00083000,buy,3.6,2026-04-09T15:30:00.000Z,polygon-option-trade,1,2026-04-09T15:30:11.199Z,3.6,3.6,2026-04-09T15:30:11.199Z,3.6,true,true,,,,,1aa0b0fd-dfc9-4711-a250-79894d9e2ca1,15655ed3-10ad-44ef-a8c5-b06557f51d8c,
matched,exact 1-minute aggregate close matches fill price,ACHR,O:ACHR260410C00004000,buy,1.53,2026-04-09T15:31:00.000Z,polygon-option-aggregates,4,,,1.53,,,,,2026-04-09T15:31:00.000Z,1.53,2026-04-09T15:29:00.000Z,1.53,e0d68fac-d1fc-46ca-b5da-1da51e2b86bf,2344b683-503e-4a04-9761-264509ba7d4d,
matched,"first provider trade, recorded price, and recorded timestamp match",KTOS,O:KTOS260410C00069000,sell,2.99,2026-04-09T15:32:00.000Z,polygon-option-trade,1,2026-04-09T15:32:47.629Z,2.99,2.99,2026-04-09T15:32:47.629Z,2.99,true,true,,,,,edc44b9d-0c9b-4ea8-9fff-51c2a5b20915,e51c1675-a177-4fc5-9c1c-b654409b6c77,
matched,"first provider trade, recorded price, and recorded timestamp match",MRVL,O:MRVL260410C00118000,sell,3,2026-04-09T15:38:00.000Z,polygon-option-trade,1,2026-04-09T15:38:17.485Z,3,3,2026-04-09T15:38:17.485Z,3,true,true,,,,,03b0b796-15db-4720-8670-12aea1219a65,5c017d43-c5fc-445a-9790-1004b41eafad,
matched,"first provider trade, recorded price, and recorded timestamp match",GOOGL,O:GOOGL260413C00315000,buy,4.27,2026-04-09T15:40:00.000Z,polygon-option-trade,3,2026-04-09T15:40:32.643Z,4.27,4.31,2026-04-09T15:40:32.643Z,4.27,true,true,,,,,cb246de8-7dda-4b84-a407-3f26b3a7bd16,19b311dd-d572-4a9b-9a06-38835ad26c2e,
matched,exact 1-minute aggregate close matches fill price,CRWV,O:CRWV260410C00088000,buy,3.92,2026-04-09T15:41:00.000Z,polygon-option-aggregates,4,,,3.92,,,,,2026-04-09T15:41:00.000Z,3.92,2026-04-09T15:41:00.000Z,3.92,715b13c2-e742-4fc1-ac88-b9daf44a4095,da44bfbd-6793-46d4-90f9-df5b9cc17c23,
matched,"first provider trade, recorded price, and recorded timestamp match",ARM,O:ARM260410C00150000,buy,1.59,2026-04-09T15:45:00.000Z,polygon-option-trade,2,2026-04-09T15:45:07.351Z,1.59,1.6,2026-04-09T15:45:07.351Z,1.59,true,true,,,,,f1e500f9-4aec-4478-bc0b-8a935f6328a5,45704a80-1282-4052-aae7-db4cfcdbe029,
matched,"first provider trade, recorded price, and recorded timestamp match",RGTI,O:RGTI260410C00015000,sell,0.14,2026-04-09T16:31:00.000Z,polygon-option-trade,1,2026-04-09T16:31:04.181Z,0.14,0.14,2026-04-09T16:31:04.181Z,0.14,true,true,,,,,ce45b4d3-8812-4aea-893d-a765fc52196d,dc17896c-3575-4e86-b69d-9620c105c9d2,
matched,exact 1-minute aggregate close matches fill price,SYM,O:SYM260410C00056000,buy,0.35,2026-04-09T16:36:00.000Z,polygon-option-aggregates,1,,,0.35,,,,,2026-04-09T16:36:00.000Z,0.35,2026-04-09T16:36:00.000Z,0.35,78c81bea-6125-437c-bbe5-83c848f0f4f9,b6bfa924-e91f-4247-a6a8-13ef93852f51,
matched,"first provider trade, recorded price, and recorded timestamp match",ARM,O:ARM260410C00150000,sell,1.98,2026-04-09T16:39:00.000Z,polygon-option-trade,1,2026-04-09T16:39:50.934Z,1.98,1.98,2026-04-09T16:39:50.934Z,1.98,true,true,,,,,3a0f4285-717c-45bc-bb5b-b50f8b9d06e9,7bedebfa-7410-49c4-8e1e-1c7a0c4267d1,
matched,"first provider trade, recorded price, and recorded timestamp match",TQQQ,O:TQQQ260410C00047000,sell,1.73,2026-04-09T16:47:00.000Z,polygon-option-trade,3,2026-04-09T16:47:41.880Z,1.73,1.76,2026-04-09T16:47:41.880Z,1.73,true,true,,,,,0f6d1647-60dc-4dbe-b885-95bd712434ec,62418853-4fa0-4c7b-9ac0-79b2d5554ee8,
matched,"first provider trade, recorded price, and recorded timestamp match",APLD,O:APLD260410C00025000,buy,1.8,2026-04-09T17:15:00.000Z,polygon-option-trade,2,2026-04-09T17:15:22.889Z,1.8,1.87,2026-04-09T17:15:22.889Z,1.8,true,true,,,,,826ed09b-1f93-446c-b82b-9a6498439a56,b289cfc7-a637-4fd3-8f43-4b2b916fe47a,
matched,"first provider trade, recorded price, and recorded timestamp match",MU,O:MU260410C00405000,buy,8.41,2026-04-09T17:20:00.000Z,polygon-option-trade,1,2026-04-09T17:20:58.677Z,8.41,8.41,2026-04-09T17:20:58.677Z,8.41,true,true,,,,,306415c9-d6e9-4f14-ad5d-de8ce065b7c6,ba9034a2-5216-4e43-8f1c-d2b8d643d4a5,
matched,"first provider trade, recorded price, and recorded timestamp match",CLSK,O:CLSK260410C00008000,sell,2.42,2026-04-09T17:22:00.000Z,polygon-option-trade,1,2026-04-09T17:22:09.743Z,2.42,2.42,2026-04-09T17:22:09.743Z,2.42,true,true,,,,,f6bdff00-0266-49ab-95c6-267193077682,a59963e3-e0b0-4e7a-9522-ece913f61abf,
no_provider_bars_near_fill,provider returned no 1-minute aggregate bars within +/-2 minutes,ACHR,O:ACHR260410C00004000,sell,1.53,2026-04-09T17:30:00.000Z,polygon-option-aggregates,0,,,1.53,,,,,,,,,94c2ace8-17ed-4738-9ca5-c6ab41a2ee22,3b4c8d92-07b2-458a-a6c0-bd0508cbb935,
no_exact_bar,provider returned nearby bars but no bar at the fill minute,TLT,O:TLT260413C00083000,sell,3.6,2026-04-09T17:45:00.000Z,polygon-option-aggregates,1,,,3.6,,,,,,,,,da3c5870-dcee-41af-af80-ebfdaf6f290b,77fa2f89-9850-458e-a7cc-70ac3d91f102,
matched,exact 1-minute aggregate close matches fill price,SQQQ,O:SQQQ260410C00068000,buy,0.98,2026-04-09T18:01:00.000Z,polygon-option-aggregates,1,,,0.98,,,,,2026-04-09T18:01:00.000Z,0.98,2026-04-09T18:01:00.000Z,0.98,9c05f4fb-a9e8-4963-9fa6-93fe4ade522a,ffe4d30c-5ae9-41c9-bca4-dd9a57be7a85,
matched,"first provider trade, recorded price, and recorded timestamp match",CRWV,O:CRWV260410C00088000,sell,5.17,2026-04-09T18:04:00.000Z,polygon-option-trade,4,2026-04-09T18:04:15.113Z,5.17,5.25,2026-04-09T18:04:15.113Z,5.17,true,true,,,,,4d6a2f06-1910-4622-9bec-48b738e5cb03,d9d4dc60-230a-404f-a5da-00dbf94fb6e2,
matched,"first provider trade, recorded price, and recorded timestamp match",MU,O:MU260410C00405000,sell,10.2,2026-04-09T18:04:00.000Z,polygon-option-trade,4,2026-04-09T18:04:19.323Z,10.2,10.3,2026-04-09T18:04:19.323Z,10.2,true,true,,,,,d0565b5e-785d-4bfe-b60e-ad88bd133297,1e91d75b-ffb7-46ad-9e04-982632c57ba1,
matched,"first provider trade, recorded price, and recorded timestamp match",SYM,O:SYM260410C00056000,sell,0.27,2026-04-09T18:10:00.000Z,polygon-option-trade,1,2026-04-09T18:10:20.881Z,0.27,0.27,2026-04-09T18:10:20.881Z,0.27,true,true,,,,,fc3b3bfe-77d8-4f23-a311-0824e87cc350,319234d2-d605-45f9-8bd7-e92a8c069ed3,
matched,"first provider trade, recorded price, and recorded timestamp match",APLD,O:APLD260410C00025000,sell,1.77,2026-04-09T18:10:00.000Z,polygon-option-trade,1,2026-04-09T18:10:22.833Z,1.77,1.77,2026-04-09T18:10:22.833Z,1.77,true,true,,,,,bb4d5a51-f6df-4e2b-a2a6-c677eac228ea,7ed60f9d-5197-4e6c-8ea9-ee06ab71c514,
matched,"first provider trade, recorded price, and recorded timestamp match",USO,O:USO260415C00120000,buy,8.12,2026-04-09T18:15:00.000Z,polygon-option-trade,1,2026-04-09T18:15:24.745Z,8.12,8.12,2026-04-09T18:15:24.745Z,8.12,true,true,,,,,5629358e-4007-4965-b24b-1f65a8623c58,35778840-c5a5-469a-b4a4-40f53406711b,
no_provider_bars_near_fill,provider returned no 1-minute aggregate bars within +/-2 minutes,GOOGL,O:GOOGL260413C00315000,sell,5.4,2026-04-09T18:20:00.000Z,polygon-option-aggregates,0,,,5.4,,,,,,,,,364a2bfc-56a1-4cf0-b4d0-d451d955a22b,b505dfb2-1ce4-4b7f-806e-c85574e0d4e9,
matched,exact 1-minute aggregate close matches fill price,MRVL,O:MRVL260410C00120000,buy,1.42,2026-04-09T18:46:00.000Z,polygon-option-aggregates,4,,,1.42,,,,,2026-04-09T18:46:00.000Z,1.42,2026-04-09T18:46:00.000Z,1.42,e86e5ba5-1bfe-45c2-b1a0-bb55c60b01f2,9c566721-1a98-4cd2-9a8f-924b4a626034,
matched,"first provider trade, recorded price, and recorded timestamp match",SQQQ,O:SQQQ260410C00068000,sell,1.13,2026-04-09T18:46:00.000Z,polygon-option-trade,1,2026-04-09T18:46:20.893Z,1.13,1.13,2026-04-09T18:46:20.893Z,1.13,true,true,,,,,915ac77d-163f-4d2c-a8ea-dd62a6eed5b2,ed84645b-8702-4635-87d8-a6ed704ce0f4,
matched,"first provider trade, recorded price, and recorded timestamp match",HUT,O:HUT260410C00050000,sell,14.08,2026-04-09T18:52:00.000Z,polygon-option-trade,1,2026-04-09T18:52:16.745Z,14.08,14.08,2026-04-09T18:52:16.745Z,14.08,true,true,,,,,81fb85b9-1167-42c2-8a6c-74eaa42ef74f,3652b362-3b4d-4226-844d-7e5e04cb046a,
matched,"first provider trade, recorded price, and recorded timestamp match",DELL,O:DELL260410C00185000,buy,0.73,2026-04-09T19:10:00.000Z,polygon-option-trade,1,2026-04-09T19:10:44.239Z,0.73,0.73,2026-04-09T19:10:44.239Z,0.73,true,true,,,,,b30bbcbb-f879-4484-bea9-c067e91dfc53,f6ebd729-d230-4a3e-869e-ba7085d82bc9,
matched,"first provider trade, recorded price, and recorded timestamp match",QCOM,O:QCOM260410C00130000,buy,0.19,2026-04-09T19:20:00.000Z,polygon-option-trade,1,2026-04-09T19:20:26.515Z,0.19,0.19,2026-04-09T19:20:26.515Z,0.19,true,true,,,,,fec55f6c-5da3-4a5d-ae92-cee343b53ffb,f84b1c3d-1f05-4388-9d99-f4210fec5674,
matched,exact 1-minute aggregate close matches fill price,SMH,O:SMH260410C00430000,buy,2.97,2026-04-09T19:21:00.000Z,polygon-option-aggregates,2,,,2.97,,,,,2026-04-09T19:21:00.000Z,2.97,2026-04-09T19:21:00.000Z,2.97,95eaf531-904e-4fd7-afbb-a669e5012655,a27d79ec-ca04-4991-8a80-6160c8cf1175,
matched,"first provider trade, recorded price, and recorded timestamp match",QCOM,O:QCOM260410C00130000,sell,0.19,2026-04-09T19:40:00.000Z,polygon-option-trade,1,2026-04-09T19:40:17.969Z,0.19,0.19,2026-04-09T19:40:17.969Z,0.19,true,true,,,,,2430944a-2ac0-4c62-b7f8-8811bae5b97c,b0db36a3-d34a-40b9-b954-0a0a99130c51,
matched,"first provider trade, recorded price, and recorded timestamp match",MSFT,O:MSFT260413C00375000,buy,2.52,2026-04-09T19:40:00.000Z,polygon-option-trade,7,2026-04-09T19:40:09.097Z,2.52,2.46,2026-04-09T19:40:09.097Z,2.52,true,true,,,,,ffcc90bf-bc3b-4890-95ac-43a53b7de2a7,b934275d-2018-4214-9c60-ed35b61e48bf,
