variantId,status,eligible,ineligibleReason,description,profilePatch,realizedPnl,winRate,profitFactor,closedTrades,maxDrawdownAbs,openPositions,riskAdjustedScore,symbolsEvaluated,signalsEvaluated,entriesOpened,exitsClosed,exitReasons,skippedReasons,durationMs,error
combo-hard30-trail35-overnight10-early6,succeeded,false,closed trades below 20,"Hard stop -30%, trail 35/15/20, overnight +10%, early loss after 6 bars.","{""riskCaps"":{""maxOpenSymbols"":10,""maxPremiumPerEntry"":1500},""exitPolicy"":{""hardStopPct"":-30,""trailActivationPct"":35,""minLockedGainPct"":15,""trailGivebackPct"":20,""overnightExitEnabled"":true,""overnightMinGainPct"":10,""overnightRunnerGivebackPct"":15,""earlyExitBars"":6,""earlyExitLossPct"":20}}",1924,0.6666666666666666,6.795180722891566,6,110,0,3.848,1,13,6,6,"{""expiration"":1,""early_invalidation"":1,""runner_trail_stop"":2,""opposite_signal"":2}","{""mtf_not_aligned"":7}",7224,
creative-quality-conditional-v1,succeeded,false,closed trades below 20,"Best h8 policy plus conditional exits: cut low-quality earlier, let high-quality runners breathe.","{""riskCaps"":{""maxOpenSymbols"":10,""maxPremiumPerEntry"":1500},""exitPolicy"":{""hardStopPct"":-30,""trailActivationPct"":35,""minLockedGainPct"":15,""trailGivebackPct"":20,""overnightExitEnabled"":true,""overnightMinGainPct"":10,""overnightRunnerGivebackPct"":15,""earlyExitBars"":6,""earlyExitLossPct"":20,""conditionalQualityExitsEnabled"":true,""lowQualityEarlyExitBars"":4,""lowQualityEarlyExitLossPct"":15,""highQualityEarlyExitBars"":8,""highQualityEarlyExitLossPct"":25,""weakLiquidityTrailGivebackPct"":15,""strongLiquidityTrailGivebackPct"":25,""highQualityOvernightMinGainPct"":-100}}",1789,0.6666666666666666,6.38855421686747,6,110,0,3.578,1,13,6,6,"{""expiration"":1,""early_invalidation"":1,""runner_trail_stop"":2,""opposite_signal"":2}","{""mtf_not_aligned"":7}",4768,
